"state","cwa","county_name","fips","time_zone","fe_area","latitude","longitude"
"NC","ILM","Columbus","37047","E","se",34.2654926728,-78.6549768077
"SC","ILM","Dillon","45033","E","ne",34.3915333629,-79.3788956648
"SC","ILM","Marion","45067","E","ne",34.0800501846,-79.3625125176
"SC","CAE","Calhoun","45017","E","cc",33.6748584495,-80.7802164377
"SC","ILM","Florence","45041","E","ne",34.0244545934,-79.7028290273
"SC","CAE","Sumter","45085","E","cc",33.9161850266,-80.3823098824
"SC","CAE","Clarendon","45027","E","cc",33.6658115912,-80.2164134673
"SC","CHS","Dorchester","45035","E","se",33.0794734364,-80.4052406427
"GA","CHS","Effingham","13103","E","se",32.3675284708,-81.3407131401
"SC","CAE","Orangeburg","45075","E","cc",33.439005866,-80.8003349384
"SC","ILM","Williamsburg","45089","E","ne",33.6199269165,-79.7277138811
"NC","MHX","Outer Banks Hyde","37095","E","ee",35.1288399031,-75.9133963776
"NC","MHX","Mainland Dare","37055","E","ee",35.7752599899,-75.8577141432
"NC","MHX","Pamlico","37137","E","E",35.1406661355,-76.7487659129
"NC","ILM","Bladen","37017","E","se",34.6143098079,-78.5631576705
"GA","TAE","Decatur","13087","E","sw",30.7993492349,-84.7577314242
"GA","TAE","Decatur","13087","E","sw",30.8814857312,-84.5720230681
"SC","CHS","Hampton","45049","E","se",32.7762952536,-81.1405799037
"NC","MHX","Outer Banks Dare","37055","E","ee",35.759441487,-75.6211303312
"SC","CHS","Charleston","45019","E","se",32.6830415756,-80.1569628601
"SC","CHS","Charleston","45019","E","se",32.8410613751,-79.9439205993
"GA","TAE","Seminole","13253","E","sw",30.7934981104,-84.8812366809
"GA","TAE","Seminole","13253","E","sw",30.9480971096,-84.8681002038
"OH","CLE","Lucas","39095","E","nw",41.620032031,-83.6585949198
"OH","CLE","Ottawa","39123","E","nw",41.5381349373,-83.1466841345
"OH","CLE","Geauga","39055","E","ne",41.4994666317,-81.1786226159
"GA","JAX","Charlton","13049","E","se",30.7818364974,-82.1379604604
"NC","MHX","Jones","37103","E","ee",35.0221509581,-77.3555401317
"OH","CLE","Lake","39085","E","ne",41.6968424611,-81.2370167497
"OH","CLE","Sandusky","39143","E","nw",41.3565038794,-83.1450287719
"NC","MHX","Duplin","37061","E","ee",34.936475399,-77.9332922708
"GA","TAE","Quitman","13239","E","sw",31.8674218619,-85.0187698838
"GA","TAE","Clay","13061","E","sw",31.6264184255,-84.9802613064
"GA","CHS","Liberty","13179","E","se",31.8308330855,-81.4998148597
"GA","FFC","Fulton","13121","E","nc",33.7903303995,-84.4668609333
"NC","GSP","McDowell","37111","E","ww",35.6813471134,-82.048666959
"NC","GSP","Polk","37149","E","ww",35.2792888112,-82.1696352784
"NC","GSP","Rutherford","37161","E","ww",35.4022954544,-81.9201979008
"NC","GSP","Jackson","37099","E","ww",35.2873936193,-83.1408161159
"NC","GSP","Caldwell","37027","E","ww",35.952972019,-81.5465013781
"NC","GSP","Burke","37023","E","ww",35.7494867518,-81.7045032432
"OH","CLE","Ashtabula","39007","E","ne",41.7074446078,-80.7484999834
"SC","GSP","Greenville","45045","E","up",34.8943709295,-82.3708078467
"SC","GSP","Oconee","45073","E","up",34.7534737944,-83.0658649376
"SC","GSP","Pickens","45077","E","up",34.8875288507,-82.7253708053
"GA","JAX","Camden","13039","E","se",30.93352035,-81.6819938662
"SC","CHS","Berkeley","45015","E","se",33.1978447831,-79.9507581655
"SC","ILM","Horry","45051","E","ne",33.9215359864,-78.996626143
"GA","CHS","Bryan","13029","E","se",32.0174927355,-81.4473802764
"SC","CHS","Colleton","45029","E","se",32.8654824286,-80.6680287335
"GA","CHS","Chatham","13051","E","se",32.0099444551,-81.1415758172
"GA","CHS","Chatham","13051","E","se",31.931305798,-81.0378685005
"GA","CHS","Long","13183","E","se",31.7528173914,-81.7459714838
"OH","CLE","Cuyahoga","39035","E","ne",41.4243032548,-81.6586614282
"OH","CLE","Erie","39043","E","nc",41.3634873689,-82.6178283302
"GA","JAX","Glynn","13127","E","se",31.2364932253,-81.5512400069
"GA","CHS","McIntosh","13191","E","se",31.5860739745,-81.2482412619
"GA","CHS","McIntosh","13191","E","se",31.5006504211,-81.4149408503
"SC","CAE","Barnwell","45011","E","cc",33.2660879808,-81.4349958796
"NC","MHX","Craven","37049","E","ee",35.1262180242,-77.0969457468
"GA","FFC","Walton","13297","E","nc",33.7815917532,-83.7338011379
"NC","MHX","Beaufort","37013","E","ee",35.4947438631,-76.863075634
"GA","CHS","Bryan","13029","E","se",31.7798591126,-81.1919271115
"SC","CHS","Jasper","45053","E","se",32.4370903383,-81.0321179115
"NC","MHX","Martin","37117","E","ee",35.8416232819,-77.1071808545
"SC","ILM","Georgetown","45043","E","ne",33.2833559017,-79.2353375112
"SC","ILM","Georgetown","45043","E","ne",33.4408361971,-79.3367281071
"NC","ILM","New Hanover","37129","E","se",34.1046309121,-77.8921275244
"NC","ILM","Brunswick","37019","E","se",33.9633912833,-78.0598587718
"NC","ILM","New Hanover","37129","E","se",34.2421726989,-77.8846242584
"NC","ILM","Brunswick","37019","E","se",34.0747322151,-78.2441129294
"NC","MHX","Carteret","37031","E","ee",34.83271302,-76.6706752087
"NC","MHX","Onslow","37133","E","ee",34.7374210724,-77.4341543168
"NC","ILM","Pender","37141","E","se",34.5254554782,-77.9070295025
"NC","ILM","Pender","37141","E","se",34.3860629067,-77.6198203724
"NC","MHX","Mainland Hyde","37095","E","ee",35.5375237772,-76.2532444296
"NC","MHX","Washington","37187","E","ee",35.8220688664,-76.576666712
"NC","MHX","Tyrrell","37177","E","ee",35.8161393052,-76.211817203
"AL","BMX","Calhoun","01015","C","ec",33.7714312818,-85.8260586384
"AL","MOB","Butler","01013","C","sc",31.7524346765,-86.6802828494
"AL","BMX","Bullock","01011","C","se",32.1004870319,-85.7160892256
"AL","BMX","Blount","01009","C","c",33.9808842489,-86.5673773426
"AL","BMX","Bibb","01007","C","c",32.9986388634,-87.1264308085
"AL","BMX","Barbour","01005","C","se",31.869591086,-85.393233463
"AL","HUN","Jackson","01071","C","ne",34.7794345099,-85.9992962989
"AL","BMX","Cherokee","01019","C","ne",34.1759643015,-85.6037849531
"AL","BMX","Chilton","01021","C","c",32.8478605864,-86.7188352519
"AL","MOB","Choctaw","01023","C","sw",32.0192408281,-88.2628359673
"AL","BMX","Clay","01027","C","ec",33.2690789698,-85.8605331133
"AL","BMX","Cleburne","01029","C","ec",33.6745345473,-85.5187982489
"AL","TAE","Coffee","01031","C","se",31.4026448434,-85.9881918794
"AL","HUN","Colbert","01033","C","nw",34.7004503629,-87.8048943623
"AL","MOB","Conecuh","01035","C","sc",31.4292971636,-86.9936242347
"AL","BMX","Coosa","01037","C","ec",32.9362320562,-86.2476383344
"AL","MOB","Covington","01039","C","sc",31.2484833463,-86.4512131774
"AL","MOB","Crenshaw","01041","C","sc",31.7315154043,-86.3135537092
"AL","HUN","Cullman","01043","C","nc",34.1319768601,-86.8676175666
"AL","TAE","Dale","01045","C","se",31.4318335628,-85.611008823
"AL","BMX","Dallas","01047","C","sc",32.3258295012,-87.1064982788
"AL","HUN","DeKalb","01049","C","ne",34.4597774006,-85.8041476265
"AL","BMX","Elmore","01051","C","ec",32.5966106435,-86.1491917898
"AL","MOB","Escambia","01053","C","sc",31.1261647408,-87.1615643529
"AL","BMX","Etowah","01055","C","ne",34.0452713291,-86.0347877252
"AL","BMX","Fayette","01057","C","wc",33.7212110544,-87.7388646477
"AL","HUN","Franklin","01059","C","nw",34.4416819007,-87.8437896838
"AL","TAE","Geneva","01061","C","se",31.0950187914,-85.8389710381
"AL","BMX","Greene","01063","C","wc",32.8531128123,-87.9522288935
"AL","BMX","Hale","01065","C","wc",32.7626895445,-87.6291108936
"AL","TAE","Houston","01069","C","se",31.1531923893,-85.3025303619
"AL","BMX","Jefferson","01073","C","c",33.5542980023,-86.8965101475
"AL","BMX","Lamar","01075","C","wc",33.7792132155,-88.0968931889
"AL","HUN","Lauderdale","01077","C","nw",34.9015385355,-87.6543614767
"AL","HUN","Lawrence","01079","C","nw",34.5219985293,-87.3110315357
"AL","BMX","Lee","01081","C","ec",32.6011834977,-85.3556115959
"AL","HUN","Limestone","01083","C","nc",34.8101069002,-86.9813220297
"AL","BMX","Lowndes","01085","C","sc",32.1547485322,-86.6500995042
"AL","BMX","Macon","01087","C","se",32.3860229779,-85.6926066154
"AL","HUN","Madison","01089","C","nc",34.7631173743,-86.5502046891
"AL","BMX","Marengo","01091","C","sw",32.2476386467,-87.7894889478
"AL","BMX","Marion","01093","C","nw",34.1365665217,-87.8871445503
"AL","HUN","Marshall","01095","C","ne",34.3669441906,-86.3066359649
"AL","MOB","Monroe","01099","C","sc",31.570611602,-87.3658145579
"AL","BMX","Montgomery","01101","C","sc",32.2201841718,-86.2076150705
"AL","HUN","Morgan","01103","C","nc",34.4534820066,-86.8529099545
"AL","BMX","Perry","01105","C","c",32.6385163388,-87.2942119407
"AL","BMX","Pickens","01107","C","wc",33.2809054578,-88.0886698821
"AL","BMX","Pike","01109","C","se",31.8023901527,-85.9408738355
"AL","BMX","Randolph","01111","C","ec",33.2937773084,-85.4590620916
"AL","BMX","Russell","01113","C","se",32.2884296027,-85.1848959698
"AL","BMX","St. Clair","01115","C","c",33.7157023765,-86.3147012671
"AL","BMX","Shelby","01117","C","c",33.2642753467,-86.6606522204
"AL","BMX","Sumter","01119","C","wc",32.5910289927,-88.1987981694
"AL","BMX","Talladega","01121","C","ec",33.3800283574,-86.1659140268
"AL","BMX","Tallapoosa","01123","C","ec",32.8624319969,-85.797507276
"AL","BMX","Tuscaloosa","01125","C","wc",33.2895489347,-87.5250458068
"AL","BMX","Walker","01127","C","c",33.8033694945,-87.2973256612
"AL","MOB","Washington","01129","C","sw",31.4076647625,-88.2071266529
"AL","MOB","Wilcox","01131","C","sc",31.9892422433,-87.3081940764
"AL","BMX","Winston","01133","C","nw",34.1492357012,-87.3736774133
"AL","BMX","Autauga","01001","C","c",32.5349416679,-86.6427681791
"IN","IND","Warren","18171","E","wc",40.3469450197,-87.3532931413
"IN","IWX","Wabash","18169","E","nc",40.8456883747,-85.7940294524
"IN","IND","Vigo","18167","E","wc",39.4306069637,-87.3899988935
"IN","IND","Vermillion","18165","E","wc",39.8538040374,-87.4639732814
"IN","PAH","Vanderburgh","18163","C","sw",38.0254315564,-87.5857441591
"IN","ILN","Union","18161","E","ec",39.6255224961,-84.9250896388
"IN","IND","Tipton","18159","E","cc",40.3113775702,-86.0519000146
"IN","IND","Tippecanoe","18157","E","wc",40.3886391788,-86.8940884234
"IN","ILN","Switzerland","18155","E","se",38.8261729908,-85.0369835189
"IN","IND","Sullivan","18153","E","sw",39.0887973858,-87.4145990317
"IN","IWX","Steuben","18151","E","ne",41.6438952627,-85.0007550972
"IN","IWX","Starke","18149","C","nw",41.280991727,-86.6478196627
"IN","PAH","Spencer","18147","C","sw",38.014203835,-87.0077167933
"IN","IND","Shelby","18145","E","cc",39.5236263048,-85.7917632881
"IN","LMK","Scott","18143","E","sc",38.6851162021,-85.7474316373
"IN","IWX","St. Joseph","18141","E","nc",41.6166687348,-86.2898023604
"IN","IND","Rush","18139","E","cc",39.619913738,-85.4657476097
"IN","LMK","Washington","18175","E","sc",38.5999746824,-86.105260504
"IN","IND","Randolph","18135","E","ec",40.1576371232,-85.0113840078
"IN","IND","Putnam","18133","E","wc",39.666296494,-86.8449841918
"IN","IWX","Pulaski","18131","C","nw",41.0419311148,-86.6988965257
"IN","PAH","Posey","18129","C","sw",38.021839482,-87.868423114
"IN","LOT","Porter","18127","C","nw",41.460531016,-87.0671559246
"IN","PAH","Pike","18125","C","sw",38.3987870456,-87.2321759804
"IN","LMK","Perry","18123","C","sc",38.0796559187,-86.6380143148
"IN","IND","Parke","18121","E","wc",39.7736322212,-87.2063411831
"IN","IND","Owen","18119","E","wc",39.312858897,-86.8376233385
"IN","LMK","Orange","18117","E","sc",38.5417546438,-86.4950731882
"IN","ILN","Ohio","18115","E","se",38.9501265438,-84.9650201686
"IN","IWX","Noble","18113","E","ne",41.3986301336,-85.4174392542
"IN","LOT","Newton","18111","C","nw",40.9558821283,-87.3975204227
"IN","IND","Morgan","18109","E","cc",39.481534781,-86.4462133038
"IN","IND","Montgomery","18107","E","wc",40.0403917119,-86.8932980681
"IN","IND","Monroe","18105","E","sc",39.1609365989,-86.5231237447
"IN","IWX","Miami","18103","E","nc",40.7695304203,-86.0450699374
"IN","IND","Martin","18101","E","sw",38.7079612166,-86.8030887178
"IN","IWX","Marshall","18099","E","nc",41.3249639847,-86.2617678114
"IN","IND","Marion","18097","E","cc",39.7816089065,-86.1384016248
"IN","IND","Madison","18095","E","cc",40.1616485874,-85.7193869428
"IN","IND","Lawrence","18093","E","sc",38.8411533199,-86.4834052179
"IN","IWX","Lagrange","18087","E","ne",41.642662305,-85.4265114366
"IN","IWX","Kosciusko","18085","E","nc",41.2440970439,-85.8606929441
"IN","IND","Knox","18083","E","sw",38.6890680628,-87.4180230241
"IN","IND","Johnson","18081","E","cc",39.489940015,-86.1017034959
"IN","IND","Jennings","18079","E","se",38.9968970593,-85.6280512648
"IN","LMK","Jefferson","18077","E","sc",38.7857843151,-85.4385045685
"IN","IWX","Jay","18075","E","ec",40.4379646571,-85.0056999451
"IN","IND","Jackson","18071","E","sc",38.9063981149,-86.0375781186
"IN","IWX","Huntington","18069","E","ne",40.8291612296,-85.4881415258
"IN","IND","Howard","18067","E","cc",40.4835657916,-86.1169450484
"IN","IND","Henry","18065","E","ec",39.9310504104,-85.3964500434
"IN","IND","Hendricks","18063","E","cc",39.7695390234,-86.5099872698
"IN","LMK","Harrison","18061","E","sc",38.1951875107,-86.1113440748
"IN","IND","Hancock","18059","E","cc",39.8235437498,-85.7731972289
"IN","IND","Hamilton","18057","E","cc",40.0724558992,-86.052013137
"IN","IND","Greene","18055","E","sw",39.0363456751,-86.9620392453
"IN","IWX","Grant","18053","E","cc",40.5158152903,-85.6547847356
"IN","PAH","Gibson","18051","C","sw",38.3118035156,-87.5845573295
"IN","IWX","Fulton","18049","E","nc",41.0470389364,-86.2636266783
"IN","ILN","Franklin","18047","E","se",39.4148035821,-85.0603042832
"IN","IND","Fountain","18045","E","wc",40.1208949156,-87.2419495617
"IN","LMK","Floyd","18043","E","sc",38.3194011603,-85.9068233743
"IN","IWX","Adams","18001","E","ne",40.7455495957,-84.936598399
"IN","IWX","Allen","18003","E","ne",41.0908308577,-85.0665220165
"IN","IND","Bartholomew","18005","E","cc",39.205868455,-85.8976950579
"IN","LOT","Benton","18007","E","nw",40.6062824787,-87.3109216388
"IN","IWX","Blackford","18009","E","ec",40.4735164004,-85.3248456335
"IN","IND","Boone","18011","E","cc",40.0508172511,-86.4686550151
"IN","IND","Brown","18013","E","sc",39.1962110537,-86.2273828414
"IN","IND","Carroll","18015","E","nc",40.5828406464,-86.5635098046
"IN","IWX","Cass","18017","E","nc",40.7615156679,-86.3459853683
"IN","LMK","Clark","18019","E","sc",38.4773408372,-85.7073136977
"IN","IWX","Whitley","18183","E","ne",41.1393674795,-85.5051573753
"IN","IND","Clinton","18023","E","cc",40.3016795494,-86.4751976897
"IN","LMK","Crawford","18025","E","sc",38.2923443313,-86.4516630489
"IN","IND","Daviess","18027","E","sw",38.7024083035,-87.072067321
"IN","ILN","Dearborn","18029","E","se",39.1452846466,-84.9733390782
"IN","IND","Decatur","18031","E","cc",39.306905558,-85.501263004
"IN","IWX","De Kalb","18033","E","ne",41.3975701028,-84.9991055775
"IN","IND","Delaware","18035","E","ec",40.2275526622,-85.3969328846
"IN","LMK","Dubois","18037","C","sc",38.3642609765,-86.8798260148
"IN","IWX","Elkhart","18039","E","nc",41.5974087695,-85.8587092276
"IN","ILN","Fayette","18041","E","ec",39.6400540704,-85.1787050703
"IN","ILN","Wayne","18177","E","ec",39.8643984432,-85.0098622851
"IN","IWX","Wells","18179","E","ne",40.7291032626,-85.2211845152
"IN","IWX","White","18181","E","nw",40.7498509289,-86.8654479137
"IN","IND","Clay","18021","E","wc",39.3927700098,-87.1157511099
"IN","PAH","Warrick","18173","C","sw",38.0922362179,-87.272056806
"IN","ILN","Ripley","18137","E","se",39.1034090146,-85.2623943676
"KY","LMK","Jefferson","21111","E","nc",38.1871553148,-85.6594944289
"KY","LMK","Jessamine","21113","E","ec",37.8720152922,-84.580899962
"KY","JKL","Johnson","21115","E","ne",37.8467298412,-82.8314149021
"KY","ILN","Kenton","21117","E","nn",38.9333481498,-84.5331392822
"KY","JKL","Knott","21119","E","se",37.3540403737,-82.954010709
"KY","JKL","Knox","21121","E","se",36.8907135875,-83.8539001704
"KY","LMK","Larue","21123","E","nc",37.5457305999,-85.6979532355
"KY","JKL","Jackson","21109","E","se",37.4198111812,-84.005781982
"KY","RLX","Lawrence","21127","E","",38.0678804945,-82.7347317427
"KY","JKL","Leslie","21131","E","se",37.094091065,-83.3811117765
"KY","JKL","Letcher","21133","E","se",37.1211637527,-82.8553009609
"KY","ILN","Lewis","21135","E","ne",38.5316556625,-83.3781440811
"KY","LMK","Lincoln","21137","E","sc",37.4551844632,-84.6606653026
"KY","PAH","Livingston","21139","C","ww",37.2096730837,-88.3535997228
"KY","LMK","Logan","21141","C","sc",36.8597083611,-86.8788467203
"KY","PAH","Lyon","21143","C","ww",37.0191112455,-88.0832257065
"KY","PAH","McCracken","21145","C","ww",37.0539316601,-88.7126729783
"KY","JKL","McCreary","21147","E","sc",36.737131839,-84.484122725
"KY","PAH","McLean","21149","C","nw",37.5290582171,-87.2635717739
"KY","LMK","Madison","21151","E","ec",37.7201899728,-84.2780195378
"KY","JKL","Magoffin","21153","E","se",37.7065660353,-83.0647992748
"KY","LMK","Marion","21155","E","sc",37.5525100368,-85.2696426352
"KY","PAH","Marshall","21157","C","ww",36.8834360654,-88.3293325611
"KY","JKL","Martin","21159","E","ne",37.8015836464,-82.5131557723
"KY","ILN","Mason","21161","E","nn",38.5952082713,-83.8240454777
"KY","LMK","Meade","21163","E","nc",37.9695175808,-86.21694466
"KY","JKL","Menifee","21165","E","ec",37.9413503218,-83.5988978289
"KY","LMK","Mercer","21167","E","ec",37.8111167334,-84.8743896308
"KY","LMK","Metcalfe","21169","C","sc",36.9904869323,-85.6291309893
"KY","LMK","Monroe","21171","C","sc",36.7121836657,-85.7164090051
"KY","JKL","Montgomery","21173","E","ec",38.0335593032,-83.9131656215
"KY","JKL","Morgan","21175","E","se",37.9223224549,-83.258927218
"KY","PAH","Muhlenberg","21177","C","sc",37.2157055317,-87.1420784629
"KY","LMK","Nelson","21179","E","nc",37.8050874902,-85.4661680506
"KY","LMK","Nicholas","21181","E","ec",38.3356444548,-84.0152924829
"KY","LMK","Ohio","21183","C","nw",37.4782696683,-86.848978158
"KY","LMK","Oldham","21185","E","nc",38.399501566,-85.448479245
"KY","ILN","Owen","21187","E","nn",38.5196735635,-84.8280471363
"KY","JKL","Owsley","21189","E","se",37.4192511611,-83.6831512438
"KY","ILN","Pendleton","21191","E","nn",38.6956620961,-84.3601716473
"KY","JKL","Perry","21193","E","se",37.2443260259,-83.2215257578
"KY","JKL","Pike","21195","E","se",37.4690456653,-82.3957787848
"KY","JKL","Powell","21197","E","ec",37.8311852973,-83.8238526646
"KY","JKL","Pulaski","21199","E","sc",37.1038807827,-84.5771463242
"KY","ILN","Robertson","21201","E","nn",38.5188416483,-84.0520839613
"KY","JKL","Rockcastle","21203","E","sc",37.3651830402,-84.315973887
"KY","JKL","Rowan","21205","E","ec",38.1962629622,-83.4211142465
"KY","LMK","Russell","21207","C","sc",36.9910912515,-85.058633819
"KY","LMK","Scott","21209","E","ec",38.2914906553,-84.5839335599
"KY","LMK","Shelby","21211","E","nc",38.2154538797,-85.1947685336
"KY","LMK","Simpson","21213","C","sc",36.7419408224,-86.5822507521
"KY","LMK","Spencer","21215","E","nc",38.0325250146,-85.3278737452
"KY","LMK","Taylor","21217","E","sc",37.3664305786,-85.3278814313
"KY","PAH","Todd","21219","C","sc",36.8355926172,-87.1790780016
"KY","PAH","Trigg","21221","C","ww",36.8063965062,-87.8733721014
"KY","LMK","Trimble","21223","E","nc",38.6129765852,-85.3373752451
"KY","PAH","Union","21225","C","nw",37.6583892853,-87.9452929872
"KY","LMK","Warren","21227","C","sc",36.9935560145,-86.4238516546
"KY","LMK","Washington","21229","E","nc",37.7534344332,-85.1747106391
"KY","JKL","Wayne","21231","E","sc",36.8013015461,-84.8285202188
"KY","PAH","Webster","21233","C","nw",37.5183385437,-87.6831649455
"KY","JKL","Whitley","21235","E","sc",36.7581664355,-84.1451824812
"KY","JKL","Wolfe","21237","E","se",37.7392572467,-83.4931495675
"KY","LMK","Woodford","21239","E","ec",38.0423159251,-84.7434726741
"KY","JKL","Lee","21129","E","se",37.5947424184,-83.7162720647
"KY","PAH","Fulton","21075","C","ww",36.5540526459,-89.1873489658
"KY","LMK","Adair","21001","C","sc",37.1041466206,-85.2805517833
"KY","LMK","Allen","21003","C","sc",36.7512510788,-86.1903736742
"KY","LMK","Anderson","21005","E","ec",38.0039745295,-84.9908958593
"KY","PAH","Ballard","21007","C","ww",37.0584429264,-88.9992485076
"KY","LMK","Barren","21009","C","sc",36.9655685402,-85.9335789544
"KY","JKL","Bath","21011","E","ec",38.144923579,-83.742761042
"KY","JKL","Bell","21013","E","se",36.7306691709,-83.6740035067
"KY","ILN","Boone","21015","E","nn",38.9699688574,-84.7279229371
"KY","LMK","Bourbon","21017","E","ec",38.2068063732,-84.2171385238
"KY","RLX","Boyd","21019","E","",38.3596068239,-82.6877363683
"KY","LMK","Boyle","21021","E","ec",37.624361267,-84.8666562042
"KY","ILN","Bracken","21023","E","nn",38.688785781,-84.0901438979
"KY","JKL","Breathitt","21025","E","se",37.5216142489,-83.3240720723
"KY","LMK","Breckinridge","21027","C","nc",37.7732295364,-86.4293411825
"KY","LMK","Bullitt","21029","E","nc",37.9700273544,-85.6959315239
"KY","LMK","Butler","21031","C","sc",37.2074045908,-86.6815691287
"KY","PAH","Caldwell","21033","C","ww",37.1452521436,-87.8678748308
"KY","PAH","Calloway","21035","C","ww",36.6210510759,-88.2722714792
"KY","ILN","Campbell","21037","E","nn",38.9464720844,-84.3793422725
"KY","PAH","Carlisle","21039","C","ww",36.8531858979,-88.9709093955
"KY","ILN","Carroll","21041","E","nn",38.6678925777,-85.1234778883
"KY","RLX","Carter","21043","E","",38.3181330475,-83.0494881352
"KY","LMK","Casey","21045","E","sc",37.3223451263,-84.9283376036
"KY","PAH","Christian","21047","C","sc",36.8940914161,-87.4903684181
"KY","LMK","Clark","21049","E","ec",37.9709105662,-84.1475064097
"KY","JKL","Clay","21051","E","se",37.1597723057,-83.7146038939
"KY","PAH","Hopkins","21107","C","nw",37.3087838764,-87.5409495092
"KY","PAH","Crittenden","21055","C","ww",37.3526961142,-88.0972434321
"KY","LMK","Cumberland","21057","C","sc",36.786559796,-85.3884329054
"KY","PAH","Daviess","21059","C","nw",37.7318118712,-87.0872748541
"KY","LMK","Edmonson","21061","C","sc",37.2087353622,-86.2384848321
"KY","JKL","Elliott","21063","E","ec",38.1178734365,-83.0976191443
"KY","JKL","Estill","21065","E","ec",37.692434621,-83.964340546
"KY","LMK","Fayette","21067","E","ec",38.0423154832,-84.458770727
"KY","JKL","Fleming","21069","E","ec",38.370084421,-83.6966841209
"KY","JKL","Floyd","21071","E","se",37.5571750218,-82.7456603904
"KY","LMK","Franklin","21073","E","ec",38.2390979962,-84.877026552
"KY","ILN","Gallatin","21077","E","nn",38.7568853602,-84.8591933162
"KY","LMK","Garrard","21079","E","ec",37.639571011,-84.5376459366
"KY","ILN","Grant","21081","E","nn",38.6487854765,-84.6245150106
"KY","PAH","Graves","21083","C","ww",36.7230345129,-88.6511635334
"KY","LMK","Grayson","21085","C","sc",37.4607695447,-86.3439336761
"KY","LMK","Green","21087","C","sc",37.2639102887,-85.5531228481
"KY","RLX","Greenup","21089","E","",38.545645588,-82.9223325275
"KY","LMK","Hancock","21091","C","nw",37.8414906557,-86.7779666034
"KY","LMK","Hardin","21093","E","nc",37.6978798804,-85.9635252026
"KY","JKL","Harlan","21095","E","se",36.85700485,-83.2178876728
"KY","LMK","Harrison","21097","E","ec",38.4418417705,-84.3314652027
"KY","PAH","Hickman","21105","C","ww",36.6781183387,-88.9761489123
"KY","LMK","Henry","21103","E","nc",38.4484421263,-85.1188780597
"KY","PAH","Henderson","21101","C","nw",37.7960764205,-87.5729048635
"KY","LMK","Hart","21099","C","sc",37.2999205149,-85.8847149118
"KY","JKL","Laurel","21125","E","sc",37.1106964623,-84.1177568373
"KY","LMK","Clinton","21053","C","sc",36.7274775236,-85.1360902679
"MI","APX","Roscommon","26143","E","nn",44.335598781,-84.6116378053
"MI","DTX","Saginaw","26145","E","se",43.3349638754,-84.0531696878
"MI","IWX","St. Joseph","26149","E","sw",41.9144713596,-85.5277619849
"MI","DTX","Shiawassee","26155","E","se",42.9537188785,-84.1467244896
"MI","DTX","Washtenaw","26161","E","se",42.2533602732,-83.8384543929
"MS","LIX","Amite","28005","C","ss",31.174420472,-90.8044712215
"MS","JAN","Attala","28007","C","cc",33.0862970976,-89.5816801498
"MS","MEG","Benton","28009","C","ne",34.8172699605,-89.1884926027
"MS","JAN","Adams","28001","C","sw",31.4831678997,-91.3531179167
"MS","MEG","Yalobusha","28161","C","nw",34.0282151501,-89.7076065711
"MS","JAN","Winston","28159","C","ec",33.0884857775,-89.0344239958
"MS","LIX","Wilkinson","28157","C","ss",31.1610286654,-91.3108990239
"MS","JAN","Webster","28155","C","nc",33.6130565993,-89.2847864464
"MS","MOB","Wayne","28153","C","se",31.6407961933,-88.6957859318
"MS","JAN","Washington","28151","C","nw",33.2836379965,-90.9474481931
"MS","JAN","Warren","28149","C","wc",32.3573509812,-90.8521367655
"MS","LIX","Walthall","28147","C","ss",31.1484655618,-90.1061353082
"MS","MEG","Union","28145","C","ne",34.4904732298,-89.003803367
"MS","MEG","Tunica","28143","C","nw",34.6519562637,-90.3754731362
"MS","MEG","Tishomingo","28141","C","ne",34.740440018,-88.2393127795
"MS","MEG","Tippah","28139","C","ne",34.7684187499,-88.9089008499
"MS","MEG","Tate","28137","C","nw",34.6503236568,-89.9447808337
"MS","MEG","Tallahatchie","28135","C","nw",33.9504532628,-90.1732437039
"MS","JAN","Sunflower","28133","C","nw",33.6022521465,-90.5886550645
"MS","MOB","Stone","28131","C","se",30.7900014136,-89.1176773304
"MS","JAN","Smith","28129","C","cc",32.0176895837,-89.5066626213
"MS","JAN","Simpson","28127","C","cc",31.9131679417,-89.9195431021
"MS","JAN","Sharkey","28125","C","wc",32.8796617451,-90.8132489172
"MS","JAN","Scott","28123","C","cc",32.4063674557,-89.5376426459
"MS","JAN","Rankin","28121","C","cc",32.2641447544,-89.9457311277
"MS","MEG","Quitman","28119","C","nw",34.2513969717,-90.2891194993
"MS","MEG","Prentiss","28117","C","ne",34.6182758636,-88.5201100089
"MS","MEG","Pontotoc","28115","C","ne",34.225440226,-89.0374115656
"MS","MOB","Perry","28111","C","se",31.1720501349,-88.9923295502
"MS","MEG","Panola","28107","C","nw",34.3639414884,-89.9505492011
"MS","JAN","Oktibbeha","28105","C","ne",33.4249579386,-88.8792731762
"MS","JAN","Noxubee","28103","C","ec",33.110120523,-88.5697721361
"MS","JAN","Newton","28101","C","ec",32.4002336055,-89.1188128828
"MS","JAN","Neshoba","28099","C","ec",32.753516784,-89.1175810766
"MS","JAN","Montgomery","28097","C","nc",33.494109069,-89.6163875971
"MS","MEG","Monroe","28095","C","ne",33.8922547922,-88.480448322
"MS","MEG","Marshall","28093","C","nw",34.7622891115,-89.5030961438
"MS","JAN","Marion","28091","C","sc",31.2308187537,-89.8224452541
