state_fips|state_usps|county_fips|county_name|zone|zone_name|time_zone|feature_area|latitude|longitude
15|HI|001|Hawaii|025|Big Island North and East|H| |19.77290|-155.29100
15|HI|001|Hawaii|026|Kohala|H| |19.95310|-155.76570
15|HI|001|Hawaii|027|Big Island Interior|H| |19.58830|-155.58010
15|HI|001|Hawaii|028|Big Island Summit|H| |19.55130|-155.55910
15|HI|003|Honolulu|005|Oahu South Shore|H| |21.33430|-157.95050
15|HI|003|Honolulu|006|Waianae Coast|H| |21.46540|-158.18140
15|HI|003|Honolulu|007|Oahu North Shore|H| |21.57950|-158.12230
15|HI|003|Honolulu|008|Oahu Koolau|H| |21.49570|-157.90360
15|HI|003|Honolulu|009|Olomana|H| |21.38090|-157.74590
15|HI|003|Honolulu|010|Central Oahu|H| |21.48430|-158.02700
15|HI|003|Honolulu|011|Waianae Mountains|H| |21.46830|-158.13270
15|HI|007|Kauai|001|Niihau|H| |21.89700|-160.15700
15|HI|007|Kauai|002|Kauai Windward|H| |22.06350|-159.43030
15|HI|007|Kauai|003|Kauai Leeward|H| |22.01370|-159.66790
15|HI|007|Kauai|004|Kauai Mountains|H| |22.09640|-159.54270
15|HI|009|Maui|012|Molokai Windward|H| |21.13380|-156.84450
15|HI|009|Maui|013|Molokai Leeward|H| |21.13760|-157.10510
15|HI|009|Maui|014|Lanai Makai|H| |20.85040|-156.93940
15|HI|009|Maui|015|Lanai Mauka|H| |20.81770|-156.91380
15|HI|009|Maui|016|Kahoolawe|H| |20.55030|-156.61180
15|HI|009|Maui|017|Maui Windward West|H| |20.91950|-156.57620
15|HI|009|Maui|018|Maui Leeward West|H| |20.89130|-156.64460
15|HI|009|Maui|019|Maui Central Valley|H| |20.84500|-156.44000
15|HI|009|Maui|020|Windward Haleakala|H| |20.80170|-156.17500
15|HI|009|Maui|021|Leeward Haleakala|H| |20.69160|-156.33880
15|HI|009|Maui|022|Haleakala Summit|H| |20.71850|-156.22660
16|ID|001|Ada|014|Upper Treasure Valley|M|sw|43.10350|-115.86430
16|ID|003|Adams|011|West Central Mountains|M|wc|44.77160|-115.89660
16|ID|003|Adams|033|Upper Weiser River|M|wc|44.47600|-116.57990
16|ID|005|Bannock|021|Lower Snake River Plain|M|se|43.00840|-112.66890
16|ID|005|Bannock|023|Caribou Highlands|M|se|42.92580|-111.65050
16|ID|007|Bear Lake|025|Wasatch Mountains/Idaho Portion|M|se|42.26980|-111.42600
16|ID|009|Benewah|003|Idaho Palouse|P|pa|46.93080|-116.87850
16|ID|009|Benewah|004|Central Panhandle Mountains|P|pa|47.30030|-116.12910
16|ID|011|Bingham|020|Upper Snake River Plain|M|se|43.60960|-112.47730
16|ID|011|Bingham|021|Lower Snake River Plain|M|se|43.00840|-112.66890
16|ID|011|Bingham|023|Caribou Highlands|M|se|42.92580|-111.65050
16|ID|013|Blaine|017|Eastern Magic Valley|M|cc|42.96470|-113.77310
16|ID|013|Blaine|031|Big and Little Wood River Region|M|cc|43.59460|-114.29490
16|ID|015|Boise|013|Boise Mountains|M|wc|43.75210|-115.47180
16|ID|017|Bonner|001|Northern Panhandle|P|pa|48.44470|-116.56610
16|ID|019|Bonneville|020|Upper Snake River Plain|M|se|43.60960|-112.47730
16|ID|019|Bonneville|023|Caribou Highlands|M|se|42.92580|-111.65050
16|ID|021|Boundary|001|Northern Panhandle|P|pa|48.44470|-116.56610
16|ID|023|Butte|020|Upper Snake River Plain|M|ec|43.60960|-112.47730
16|ID|023|Butte|032|Lost River/Pashimeroi|M|ec|44.11290|-113.61430
16|ID|025|Camas|013|Boise Mountains|M|cc|43.75210|-115.47180
16|ID|025|Camas|028|Camas Prairie|M|cc|43.30100|-114.81830
16|ID|027|Canyon|012|Lower Treasure Valley|M|sw|43.79620|-116.69200
16|ID|029|Caribou|023|Caribou Highlands|M|se|42.92580|-111.65050
16|ID|031|Cassia|017|Eastern Magic Valley|M|sc|42.96470|-113.77310
16|ID|031|Cassia|022|South Central Highlands|M|sc|42.28380|-113.14020
16|ID|033|Clark|019|Upper Snake Highlands|M|ee|44.17850|-111.81940
16|ID|035|Clearwater|005|Northern Clearwater Mountains|P|nc|46.71380|-115.57690
16|ID|035|Clearwater|007|Orofino/Grangeville Region|MP|nc|46.20940|-116.07120
16|ID|037|Custer|018|Sawtooth Mountains|M|cc|44.22820|-114.57410
16|ID|037|Custer|032|Lost River/Pashimeroi|M|cc|44.11290|-113.61430
16|ID|039|Elmore|013|Boise Mountains|M|sw|43.75210|-115.47180
16|ID|039|Elmore|014|Upper Treasure Valley|M|sw|43.10350|-115.86430
16|ID|039|Elmore|028|Camas Prairie|M|sw|43.30100|-114.81830
16|ID|041|Franklin|024|Cache Valley/Idaho Portion|M|se|42.12710|-111.94200
16|ID|041|Franklin|025|Wasatch Mountains/Idaho Portion|M|se|42.26980|-111.42600
16|ID|043|Fremont|019|Upper Snake Highlands|M|ee|44.17850|-111.81940
16|ID|043|Fremont|001|Yellowstone National Park|M|ee|44.59760|-110.54690
16|ID|045|Gem|011|West Central Mountains|M|sw|44.77160|-115.89660
16|ID|045|Gem|012|Lower Treasure Valley|M|sw|43.79620|-116.69200
16|ID|047|Gooding|016|Western Magic Valley|M|sc|42.75080|-114.59430
16|ID|049|Idaho|006|Southern Clearwater Mountains|MP|cc|45.83520|-115.26660
16|ID|049|Idaho|007|Orofino/Grangeville Region|MP|cc|46.20940|-116.07120
16|ID|049|Idaho|008|Lower Hells Canyon/Salmon River Region|MP|cc|45.66410|-116.44930
16|ID|051|Jefferson|020|Upper Snake River Plain|M|se|43.60960|-112.47730
16|ID|053|Jerome|016|Western Magic Valley|M|sc|42.75080|-114.59430
16|ID|055|Kootenai|001|Northern Panhandle|P|pa|48.44470|-116.56610
16|ID|055|Kootenai|002|Coeur d'Alene Area|P|pa|47.60030|-116.81820
16|ID|055|Kootenai|004|Central Panhandle Mountains|P|pa|47.30030|-116.12910
16|ID|057|Latah|003|Idaho Palouse|P|pa|46.93080|-116.87850
16|ID|057|Latah|004|Central Panhandle Mountains|P|pa|47.30030|-116.12910
16|ID|059|Lemhi|009|Western Lemhi County|M|ec|45.12090|-114.39010
16|ID|059|Lemhi|010|Eastern Lemhi County|M|ec|44.80810|-113.58520
16|ID|061|Lewis|027|Lewis and Southern Nez Perce Counties|P|nc|46.19260|-116.58890
16|ID|063|Lincoln|017|Eastern Magic Valley|M|sc|42.96470|-113.77310
16|ID|065|Madison|019|Upper Snake Highlands|M|se|44.17850|-111.81940
16|ID|065|Madison|020|Upper Snake River Plain|M|se|43.60960|-112.47730
16|ID|067|Minidoka|017|Eastern Magic Valley|M|sc|42.96470|-113.77310
16|ID|069|Nez Perce|026|Lewiston Area|P|nc|46.45070|-116.70310
16|ID|069|Nez Perce|027|Lewis and Southern Nez Perce Counties|P|nc|46.19260|-116.58890
16|ID|071|Oneida|022|South Central Highlands|M|se|42.28380|-113.14020
16|ID|073|Owyhee|012|Lower Treasure Valley|M|sw|43.79620|-116.69200
16|ID|073|Owyhee|014|Upper Treasure Valley|M|sw|43.10350|-115.86430
16|ID|073|Owyhee|015|Southwest Highlands|M|sw|42.34390|-116.04770
16|ID|073|Owyhee|029|Owyhee Mountains|M|sw|42.95370|-116.77480
16|ID|075|Payette|012|Lower Treasure Valley|M|sw|43.79620|-116.69200
16|ID|077|Power|021|Lower Snake River Plain|M|se|43.00840|-112.66890
16|ID|077|Power|022|South Central Highlands|M|se|42.28380|-113.14020
16|ID|079|Shoshone|004|Central Panhandle Mountains|P|pa|47.30030|-116.12910
16|ID|081|Teton|019|Upper Snake Highlands|M|se|44.17850|-111.81940
16|ID|083|Twin Falls|016|Western Magic Valley|M|sc|42.75080|-114.59430
16|ID|083|Twin Falls|030|Southern Twin  Falls County|M|sc|42.22550|-114.67840
16|ID|085|Valley|011|West Central Mountains|M|wc|44.77160|-115.89660
16|ID|087|Washington|011|West Central Mountains|M|sw|44.77160|-115.89660
16|ID|087|Washington|012|Lower Treasure Valley|M|sw|43.79620|-116.69200
16|ID|087|Washington|033|Upper Weiser River|M|sw|44.47600|-116.57990
17|IL|001|Adams|095|Adams|C|wc|39.98780|-91.18860
17|IL|003|Alexander|092|Alexander|C|ss|37.19150|-89.33760
17|IL|005|Bond|064|Bond|C|sc|38.88680|-89.43560
17|IL|007|Boone|004|Boone|C|nc|42.32310|-88.82340
17|IL|009|Brown|096|Brown|C|wc|39.96180|-90.75040
17|IL|011|Bureau|017|Bureau|C|nc|41.40410|-89.52870
17|IL|013|Calhoun|098|Calhoun|C|sw|39.16920|-90.66750
17|IL|015|Carroll|007|Carroll|C|nw|42.06880|-89.93450
17|IL|017|Cass|047|Cass|C|wc|39.97360|-90.24740
17|IL|019|Champaign|045|Champaign|C|ec|40.14010|-88.19910
17|IL|021|Christian|052|Christian|C|cc|39.54580|-89.27730
17|IL|023|Clark|063|Clark|C|ec|39.33350|-87.78780
17|IL|025|Clay|071|Clay|C|sc|38.75420|-88.49020
17|IL|027|Clinton|069|Clinton|C|sc|38.60650|-89.42240
17|IL|029|Coles|056|Coles|C|ec|39.52020|-88.22180
17|IL|031|Cook|014|Cook|C|ne|41.83990|-87.81670
17|IL|033|Crawford|068|Crawford|C|ec|39.00280|-87.75950
17|IL|035|Cumberland|062|Cumberland|C|ec|39.27320|-88.24020
17|IL|037|De Kalb|011|De Kalb|C|nc|41.89340|-88.77040
17|IL|039|De Witt|043|De Witt|C|cc|40.17460|-88.90410
17|IL|041|Douglas|055|Douglas|C|ec|39.76950|-88.21740
17|IL|043|DuPage|013|DuPage|C|ne|41.85200|-88.08570
17|IL|045|Edgar|057|Edgar|C|ec|39.67860|-87.74560
17|IL|047|Edwards|077|Edwards|C|se|38.41650|-88.05320
17|IL|049|Effingham|066|Effingham|C|sc|39.05970|-88.58990
17|IL|051|Fayette|065|Fayette|C|sc|39.00020|-89.02420
17|IL|053|Ford|039|Ford|C|ec|40.59720|-88.22330
17|IL|055|Franklin|081|Franklin|C|sc|37.99230|-88.92420
17|IL|057|Fulton|036|Fulton|C|wc|40.47280|-90.20750
17|IL|059|Gallatin|087|Gallatin|C|ss|37.76280|-88.23050
17|IL|061|Greene|058|Greene|C|sw|39.35620|-90.39050
17|IL|063|Grundy|021|Grundy|C|ne|41.28490|-88.41850
17|IL|065|Hamilton|082|Hamilton|C|sc|38.08160|-88.53920
17|IL|067|Hancock|034|Hancock|C|wc|40.40370|-91.16470
17|IL|069|Hardin|091|Hardin|C|ss|37.51820|-88.26690
17|IL|071|Henderson|025|Henderson|C|wc|40.81810|-90.92510
17|IL|073|Henry|016|Henry|C|nw|41.35310|-90.13140
17|IL|075|Iroquois|033|Iroquois|C|ec|40.74740|-87.82430
17|IL|077|Jackson|084|Jackson|C|ss|37.78520|-89.38210
17|IL|079|Jasper|067|Jasper|C|se|39.01000|-88.15380
17|IL|081|Jefferson|075|Jefferson|C|sc|38.30060|-88.92400
17|IL|083|Jersey|099|Jersey|C|sw|39.08560|-90.35660
17|IL|085|Jo Daviess|001|Jo Daviess|C|nw|42.36570|-90.21230
17|IL|087|Johnson|089|Johnson|C|ss|37.45960|-88.88090
17|IL|089|Kane|012|Kane|C|ne|41.93900|-88.42870
17|IL|091|Kankakee|023|Kankakee|C|ne|41.13770|-87.86180
17|IL|093|Kendall|020|Kendall|C|ne|41.59060|-88.42890
17|IL|095|Knox|027|Knox|C|wc|40.93180|-90.21330
17|IL|097|Lake|006|Lake|C|ne|42.32310|-88.00360
17|IL|099|La Salle|019|La Salle|C|nc|41.34390|-88.88590
17|IL|101|Lawrence|073|Lawrence|C|se|38.72000|-87.72660
17|IL|103|Lee|010|Lee|C|nc|41.74610|-89.30050
17|IL|105|Livingston|032|Livingston|C|cc|40.89140|-88.55780
17|IL|107|Logan|042|Logan|C|cc|40.12450|-89.36760
17|IL|109|McDonough|035|McDonough|C|wc|40.45620|-90.67800
17|IL|111|McHenry|005|McHenry|C|ne|42.32440|-88.45240
17|IL|113|McLean|038|McLean|C|cc|40.49080|-88.84730
17|IL|115|Macon|053|Macon|C|cc|39.85990|-88.96170
17|IL|117|Macoupin|059|Macoupin|C|sw|39.26100|-89.92440
17|IL|119|Madison|100|Madison|C|sw|38.82990|-89.90510
17|IL|121|Marion|070|Marion|C|sc|38.64960|-88.91900
17|IL|123|Marshall|030|Marshall|C|cc|41.03320|-89.34480
17|IL|125|Mason|041|Mason|C|cc|40.23970|-89.91680
17|IL|127|Massac|094|Massac|C|ss|37.21900|-88.70780
17|IL|129|Menard|048|Menard|C|cc|40.02740|-89.80220
17|IL|131|Mercer|024|Mercer|C|nw|41.20530|-90.74140
17|IL|133|Monroe|102|Monroe|C|sw|38.27850|-90.17740
17|IL|135|Montgomery|060|Montgomery|C|sc|39.23100|-89.47890
17|IL|137|Morgan|050|Morgan|C|wc|39.71560|-90.20150
17|IL|139|Moultrie|054|Moultrie|C|cc|39.64140|-88.61940
17|IL|141|Ogle|008|Ogle|C|nc|42.04270|-89.32070
17|IL|143|Peoria|029|Peoria|C|cc|40.78810|-89.76000
17|IL|145|Perry|080|Perry|C|sc|38.08380|-89.36710
17|IL|147|Piatt|044|Piatt|C|cc|40.01040|-88.59110
17|IL|149|Pike|097|Pike|C|wc|39.62250|-90.88630
17|IL|151|Pope|090|Pope|C|ss|37.41260|-88.56150
17|IL|153|Pulaski|093|Pulaski|C|ss|37.22280|-89.12670
17|IL|155|Putnam|018|Putnam|C|nc|41.20450|-89.28580
17|IL|157|Randolph|079|Randolph|C|sw|38.05210|-89.82530
17|IL|159|Richland|072|Richland|C|se|38.71240|-88.08500
17|IL|161|Rock Island|015|Rock Island|C|nw|41.46740|-90.56740
17|IL|163|St. Clair|101|St. Clair|C|sw|38.47030|-89.92840
17|IL|165|Saline|086|Saline|C|ss|37.75330|-88.54080
17|IL|167|Sangamon|051|Sangamon|C|cc|39.75820|-89.65890
17|IL|169|Schuyler|040|Schuyler|C|wc|40.15800|-90.61510
17|IL|171|Scott|049|Scott|C|wc|39.64420|-90.47470
17|IL|173|Shelby|061|Shelby|C|cc|39.39110|-88.80550
17|IL|175|Stark|028|Stark|C|nc|41.09340|-89.79750
17|IL|177|Stephenson|002|Stephenson|C|nw|42.35170|-89.66250
17|IL|179|Tazewell|037|Tazewell|C|cc|40.50750|-89.51350
17|IL|181|Union|088|Union|C|ss|37.47120|-89.25510
17|IL|183|Vermilion|046|Vermilion|C|ec|40.18360|-87.73290
17|IL|185|Wabash|078|Wabash|C|se|38.44610|-87.84430
17|IL|187|Warren|026|Warren|C|wc|40.84880|-90.61500
17|IL|189|Washington|074|Washington|C|sc|38.35220|-89.41050
17|IL|191|Wayne|076|Wayne|C|sc|38.42950|-88.42560
17|IL|193|White|083|White|C|se|38.08750|-88.17950
17|IL|195|Whiteside|009|Whiteside|C|nw|41.75630|-89.91410
17|IL|197|Will|022|Will|C|ne|41.44500|-87.97870
17|IL|199|Williamson|085|Williamson|C|ss|37.73030|-88.92990
17|IL|201|Winnebago|003|Winnebago|C|nc|42.33630|-89.16090
17|IL|203|Woodford|031|Woodford|C|cc|40.78820|-89.21110
18|IN|001|Adams|027|Adams|E|ne|40.74550|-84.93660
18|IN|003|Allen|018|Allen|E|ne|41.09080|-85.06650
18|IN|005|Bartholomew|064|Bartholomew|E|cc|39.20590|-85.89770
18|IN|007|Benton|019|Benton|E|nw|40.60630|-87.31090
18|IN|009|Blackford|033|Blackford|E|ec|40.47350|-85.32480
18|IN|011|Boone|037|Boone|E|cc|40.05080|-86.46870
18|IN|013|Brown|063|Brown|E|sc|39.19620|-86.22740
18|IN|015|Carroll|021|Carroll|E|nc|40.58280|-86.56350
18|IN|017|Cass|022|Cass|E|nc|40.76150|-86.34600
18|IN|019|Clark|092|Clark|E|sc|38.47730|-85.70730
18|IN|021|Clay|052|Clay|E|wc|39.39280|-87.11580
18|IN|023|Clinton|030|Clinton|E|cc|40.30170|-86.47520
18|IN|025|Crawford|084|Crawford|E|sc|38.29230|-86.45170
18|IN|027|Daviess|068|Daviess|E|sw|38.70240|-87.07210
18|IN|029|Dearborn|074|Dearborn|E|se|39.14530|-84.97330
18|IN|031|Decatur|065|Decatur|E|cc|39.30690|-85.50130
18|IN|033|De Kalb|009|De Kalb|E|ne|41.39760|-84.99910
18|IN|035|Delaware|041|Delaware|E|ec|40.22760|-85.39690
18|IN|037|Dubois|083|Dubois|C|sc|38.36430|-86.87980
18|IN|039|Elkhart|005|Elkhart|E|nc|41.59740|-85.85870
18|IN|041|Fayette|058|Fayette|E|ec|39.64010|-85.17870
18|IN|043|Floyd|091|Floyd|E|sc|38.31940|-85.90680
18|IN|045|Fountain|035|Fountain|E|wc|40.12090|-87.24190
18|IN|047|Franklin|066|Franklin|E|se|39.41480|-85.06030
18|IN|049|Fulton|015|Fulton|E|nc|41.04700|-86.26360
18|IN|051|Gibson|081|Gibson|C|sw|38.31180|-87.58460
18|IN|053|Grant|032|Grant|E|cc|40.51580|-85.65480
18|IN|055|Greene|061|Greene|E|sw|39.03630|-86.96200
18|IN|057|Hamilton|039|Hamilton|E|cc|40.07250|-86.05200
18|IN|059|Hancock|048|Hancock|E|cc|39.82350|-85.77320
18|IN|061|Harrison|090|Harrison|E|sc|38.19520|-86.11130
18|IN|063|Hendricks|046|Hendricks|E|cc|39.76950|-86.51000
18|IN|065|Henry|049|Henry|E|ec|39.93110|-85.39650
18|IN|067|Howard|031|Howard|E|cc|40.48360|-86.11690
18|IN|069|Huntington|025|Huntington|E|ne|40.82920|-85.48810
18|IN|071|Jackson|071|Jackson|E|sc|38.90640|-86.03760
18|IN|073|Jasper|011|Jasper|C|nw|41.02300|-87.11620
18|IN|075|Jay|034|Jay|E|ec|40.43800|-85.00570
18|IN|077|Jefferson|079|Jefferson|E|sc|38.78580|-85.43850
18|IN|079|Jennings|072|Jennings|E|se|38.99690|-85.62810
18|IN|081|Johnson|055|Johnson|E|cc|39.48990|-86.10170
18|IN|083|Knox|067|Knox|E|sw|38.68910|-87.41800
18|IN|085|Kosciusko|016|Kosciusko|E|nc|41.24410|-85.86070
18|IN|087|Lagrange|006|Lagrange|E|ne|41.64270|-85.42650
18|IN|089|Lake|001|Lake|C|nw|41.41560|-87.38170
18|IN|091|La Porte|003|La Porte|C|nw|41.54600|-86.73990
18|IN|093|Lawrence|070|Lawrence|E|sc|38.84120|-86.48340
18|IN|095|Madison|040|Madison|E|cc|40.16160|-85.71940
18|IN|097|Marion|047|Marion|E|cc|39.78160|-86.13840
18|IN|099|Marshall|014|Marshall|E|nc|41.32500|-86.26180
18|IN|101|Martin|069|Martin|E|sw|38.70800|-86.80310
18|IN|103|Miami|023|Miami|E|nc|40.76950|-86.04510
18|IN|105|Monroe|062|Monroe|E|sc|39.16090|-86.52310
18|IN|107|Montgomery|036|Montgomery|E|wc|40.04040|-86.89330
18|IN|109|Morgan|054|Morgan|E|cc|39.48150|-86.44620
18|IN|111|Newton|010|Newton|C|nw|40.95590|-87.39750
18|IN|113|Noble|008|Noble|E|ne|41.39860|-85.41740
18|IN|115|Ohio|075|Ohio|E|se|38.95010|-84.96500
18|IN|117|Orange|076|Orange|E|sc|38.54180|-86.49510
18|IN|119|Owen|053|Owen|E|wc|39.31290|-86.83760
18|IN|121|Parke|044|Parke|E|wc|39.77360|-87.20630
18|IN|123|Perry|089|Perry|C|sc|38.07970|-86.63800
18|IN|125|Pike|082|Pike|C|sw|38.39880|-87.23220
18|IN|127|Porter|002|Porter|C|nw|41.46050|-87.06710
18|IN|129|Posey|085|Posey|C|sw|38.02180|-87.86840
18|IN|131|Pulaski|013|Pulaski|C|nw|41.04190|-86.69890
18|IN|133|Putnam|045|Putnam|E|wc|39.66630|-86.84500
18|IN|135|Randolph|042|Randolph|E|ec|40.15760|-85.01140
18|IN|137|Ripley|073|Ripley|E|se|39.10340|-85.26240
18|IN|139|Rush|057|Rush|E|cc|39.61990|-85.46570
18|IN|141|St. Joseph|004|St. Joseph|E|nc|41.61670|-86.28980
18|IN|143|Scott|078|Scott|E|sc|38.68510|-85.74740
18|IN|145|Shelby|056|Shelby|E|cc|39.52360|-85.79180
18|IN|147|Spencer|088|Spencer|C|sw|38.01420|-87.00770
18|IN|149|Starke|012|Starke|C|nw|41.28100|-86.64780
18|IN|151|Steuben|007|Steuben|E|ne|41.64390|-85.00080
18|IN|153|Sullivan|060|Sullivan|E|sw|39.08880|-87.41460
18|IN|155|Switzerland|080|Switzerland|E|se|38.82620|-85.03700
18|IN|157|Tippecanoe|029|Tippecanoe|E|wc|40.38860|-86.89410
18|IN|159|Tipton|038|Tipton|E|cc|40.31140|-86.05190
18|IN|161|Union|059|Union|E|ec|39.62550|-84.92510
18|IN|163|Vanderburgh|086|Vanderburgh|C|sw|38.02540|-87.58570
18|IN|165|Vermillion|043|Vermillion|E|wc|39.85380|-87.46400
18|IN|167|Vigo|051|Vigo|E|wc|39.43060|-87.39000
18|IN|169|Wabash|024|Wabash|E|nc|40.84570|-85.79400
18|IN|171|Warren|028|Warren|E|wc|40.34690|-87.35330
18|IN|173|Warrick|087|Warrick|C|sw|38.09220|-87.27210
18|IN|175|Washington|077|Washington|E|sc|38.60000|-86.10530
18|IN|177|Wayne|050|Wayne|E|ec|39.86440|-85.00990
18|IN|179|Wells|026|Wells|E|ne|40.72910|-85.22120
18|IN|181|White|020|White|E|nw|40.74990|-86.86540
18|IN|183|Whitley|017|Whitley|E|ne|41.13940|-85.50520
19|IA|001|Adair|071|Adair|C|sw|41.33070|-94.47100
19|IA|003|Adams|081|Adams|C|sw|41.02900|-94.69920
19|IA|005|Allamakee|011|Allamakee|C|ne|43.28430|-91.37810
19|IA|007|Appanoose|096|Appanoose|C|sc|40.74320|-92.86870
19|IA|009|Audubon|057|Audubon|C|wc|41.68460|-94.90580
19|IA|011|Benton|051|Benton|C|ec|42.08010|-92.06570
19|IA|013|Black Hawk|039|Black Hawk|C|ne|42.47010|-92.30850
19|IA|015|Boone|047|Boone|C|cc|42.03660|-93.93180
19|IA|017|Bremer|028|Bremer|C|ne|42.77470|-92.31820
19|IA|019|Buchanan|040|Buchanan|C|ne|42.47070|-91.83790
19|IA|021|Buena Vista|022|Buena Vista|C|nw|42.73550|-95.15130
19|IA|023|Butler|027|Butler|C|nc|42.73160|-92.79020
19|IA|025|Calhoun|034|Calhoun|C|wc|42.38520|-94.64050
19|IA|027|Carroll|045|Carroll|C|wc|42.03620|-94.86070
19|IA|029|Cass|070|Cass|C|sw|41.33150|-94.92780
19|IA|031|Cedar|065|Cedar|C|ec|41.77230|-91.13240
19|IA|033|Cerro Gordo|017|Cerro Gordo|C|nc|43.08160|-93.26080
19|IA|035|Cherokee|021|Cherokee|C|nw|42.73570|-95.62390
19|IA|037|Chickasaw|019|Chickasaw|C|ne|43.06010|-92.31760
19|IA|039|Clarke|083|Clarke|C|sc|41.02900|-93.78510
19|IA|041|Clay|014|Clay|C|nw|43.08260|-95.15100
19|IA|043|Clayton|030|Clayton|C|ne|42.84470|-91.34140
19|IA|045|Clinton|066|Clinton|C|ec|41.89800|-90.53200
19|IA|047|Crawford|044|Crawford|C|wc|42.03720|-95.38210
19|IA|049|Dallas|059|Dallas|C|cc|41.68490|-94.03980
19|IA|051|Davis|097|Davis|C|se|40.74770|-92.40970
19|IA|053|Decatur|094|Decatur|C|sc|40.73770|-93.78630
19|IA|055|Delaware|041|Delaware|C|ne|42.47110|-91.36730
19|IA|057|Des Moines|089|Des Moines|C|se|40.92320|-91.18150
19|IA|059|Dickinson|003|Dickinson|C|nw|43.37790|-95.15100
19|IA|061|Dubuque|042|Dubuque|C|ne|42.46880|-90.88240
19|IA|063|Emmet|004|Emmet|C|nw|43.37790|-94.67840
19|IA|065|Fayette|029|Fayette|C|ne|42.86250|-91.84430
19|IA|067|Floyd|018|Floyd|C|nc|43.06000|-92.78900
19|IA|069|Franklin|026|Franklin|C|nc|42.73250|-93.26240
19|IA|071|Fremont|090|Fremont|C|sw|40.74560|-95.60470
19|IA|073|Greene|046|Greene|C|wc|42.03620|-94.39690
19|IA|075|Grundy|038|Grundy|C|cc|42.40190|-92.79100
19|IA|077|Guthrie|058|Guthrie|C|wc|41.68380|-94.50100
19|IA|079|Hamilton|036|Hamilton|C|cc|42.38370|-93.70680
19|IA|081|Hancock|016|Hancock|C|nc|43.08180|-93.73430
19|IA|083|Hardin|037|Hardin|C|cc|42.38380|-93.24040
19|IA|085|Harrison|055|Harrison|C|sw|41.68290|-95.81670
19|IA|087|Henry|088|Henry|C|se|40.98790|-91.54460
19|IA|089|Howard|009|Howard|C|ne|43.35680|-92.31720
19|IA|091|Humboldt|024|Humboldt|C|nc|42.77640|-94.20730
19|IA|093|Ida|032|Ida|C|wc|42.38680|-95.51360
19|IA|095|Iowa|063|Iowa|C|ec|41.68630|-92.06560
19|IA|097|Jackson|054|Jackson|C|ec|42.17170|-90.57420
19|IA|099|Jasper|061|Jasper|C|cc|41.68600|-93.05370
19|IA|101|Jefferson|087|Jefferson|C|se|41.03180|-91.94890
19|IA|103|Johnson|064|Johnson|C|ec|41.67150|-91.58810
19|IA|105|Jones|053|Jones|C|ec|42.12120|-91.13140
19|IA|107|Keokuk|076|Keokuk|C|se|41.33640|-92.17870
19|IA|109|Kossuth|005|Kossuth|C|nc|43.20420|-94.20670
19|IA|111|Lee|099|Lee|C|se|40.64200|-91.47920
19|IA|113|Linn|052|Linn|C|ec|42.07890|-91.59890
19|IA|115|Louisa|078|Louisa|C|se|41.21850|-91.25970
19|IA|117|Lucas|084|Lucas|C|sc|41.02930|-93.32770
19|IA|119|Lyon|001|Lyon|C|nw|43.38050|-96.21030
19|IA|121|Madison|072|Madison|C|sc|41.33070|-94.01550
19|IA|123|Mahaska|075|Mahaska|C|sc|41.33510|-92.64090
19|IA|125|Marion|074|Marion|C|sc|41.33440|-93.09950
19|IA|127|Marshall|049|Marshall|C|cc|42.03580|-92.99880
19|IA|129|Mills|079|Mills|C|sw|41.03320|-95.62140
19|IA|131|Mitchell|008|Mitchell|C|nc|43.35640|-92.78910
19|IA|133|Monona|043|Monona|C|wc|42.05160|-95.96000
19|IA|135|Monroe|085|Monroe|C|sc|41.02970|-92.86900
19|IA|137|Montgomery|080|Montgomery|C|sw|41.03010|-95.15630
19|IA|139|Muscatine|067|Muscatine|C|ec|41.48390|-91.11270
19|IA|141|O'Brien|013|O'Brien|C|nw|43.08380|-95.62500
19|IA|143|Osceola|002|Osceola|C|nw|43.37850|-95.62380
19|IA|145|Page|091|Page|C|sw|40.73910|-95.15020
19|IA|147|Palo Alto|015|Palo Alto|C|nw|43.08200|-94.67820
19|IA|149|Plymouth|020|Plymouth|C|nw|42.73780|-96.21420
19|IA|151|Pocahontas|023|Pocahontas|C|nw|42.73410|-94.67890
19|IA|153|Polk|060|Polk|C|cc|41.68550|-93.57340
19|IA|155|Pottawattamie|069|Pottawattamie|C|sw|41.33640|-95.54230
19|IA|157|Poweshiek|062|Poweshiek|C|cc|41.68640|-92.53140
19|IA|159|Ringgold|093|Ringgold|C|sc|40.73520|-94.24400
19|IA|161|Sac|033|Sac|C|wc|42.38620|-95.10550
19|IA|163|Scott|068|Scott|C|ec|41.63710|-90.62320
19|IA|165|Shelby|056|Shelby|C|sw|41.68510|-95.31030
19|IA|167|Sioux|012|Sioux|C|nw|43.08260|-96.17790
19|IA|169|Story|048|Story|C|cc|42.03620|-93.46510
19|IA|171|Tama|050|Tama|C|cc|42.07980|-92.53260
19|IA|173|Taylor|092|Taylor|C|sw|40.73740|-94.69650
19|IA|175|Union|082|Union|C|sc|41.02770|-94.24240
19|IA|177|Van Buren|098|Van Buren|C|se|40.75320|-91.95000
19|IA|179|Wapello|086|Wapello|C|se|41.03060|-92.40950
19|IA|181|Warren|073|Warren|C|sc|41.33430|-93.56140
